"Road Name","Asset ID (Identifier)","Easting (Location/Map Coordinates)","Northing (Location/Map Coordinates)","Seat Type New","Geometry"
"PARK 12 - KARRAWIRRA","1051","280859.655","6133068.544","North Terrace Bench","POINT (15428997.9643613 -4153177.49611757)"
"PARK 12 - KARRAWIRRA","1052","280858.043","6133068.413","North Terrace Bench","POINT (15428995.9976374 -4153177.60906781)"
"PARK 12 - KARRAWIRRA","1053","280856.462","6133068.286","North Terrace Bench","POINT (15428994.0687783 -4153177.71803433)"
"PARK 12 - KARRAWIRRA","1054","280855.152","6133068.21","North Terrace Bench","POINT (15428992.4713995 -4153177.7725675)"
"PARK 12 - KARRAWIRRA","1055","280850.515","6133067.652","North Terrace Bench","POINT (15428986.8087268 -4153178.31907956)"
"PARK 12 - KARRAWIRRA","1056","280848.875","6133067.489","North Terrace Bench","POINT (15428984.8069732 -4153178.47034867)"
"PARK 12 - KARRAWIRRA","1057","280847.292","6133067.391","North Terrace Bench","POINT (15428982.8765255 -4153178.54378186)"
"PARK 12 - KARRAWIRRA","1058","280845.982","6133067.316","North Terrace Bench","POINT (15428981.2791758 -4153178.59709022)"
"PARK 12 - KARRAWIRRA","1059","280844.639","6133067.269","North Terrace Bench","POINT (15428979.6424604 -4153178.61518072)"
"PARK 12 - KARRAWIRRA","1060","280843.395","6133067.137","North Terrace Bench","POINT (15428978.1238129 -4153178.74014706)"
"PARK 12 - KARRAWIRRA","1061","280780.654","6133047.885","North Terrace Bench","POINT (15428901.1630309 -4153200.44821065)"
"PARK 12 - KARRAWIRRA","1062","280782.25","6133047.983","North Terrace Bench","POINT (15428903.1093121 -4153200.37517326)"
"PARK 12 - KARRAWIRRA","1063","280783.83","6133048.095","North Terrace Bench","POINT (15428905.0365194 -4153200.28454122)"
"PARK 12 - KARRAWIRRA","1064","280786.995","6133048.371","North Terrace Bench","POINT (15428908.8985413 -4153200.03981658)"
"PARK 12 - KARRAWIRRA","1065","280788.501","6133048.472","North Terrace Bench","POINT (15428910.7353188 -4153199.96046719)"
"PARK 12 - KARRAWIRRA","1066","280790.048","6133048.577","North Terrace Bench","POINT (15428912.6221381 -4153199.87742784)"
"PARK 12 - KARRAWIRRA","1067","280791.571","6133048.7","North Terrace Bench","POINT (15428914.4802588 -4153199.77166633)"
"PARK 12 - KARRAWIRRA","1068","280793.358","6133048.865","North Terrace Bench","POINT (15428916.6610741 -4153199.62227709)"
"PARK 12 - KARRAWIRRA","1069","280794.921","6133049.032","North Terrace Bench","POINT (15428918.5691873 -4153199.46386796)"
"PARK 12 - KARRAWIRRA","1070","280850.196","6133054.039","North Terrace Bench","POINT (15428986.0227305 -4153194.96110275)"
"PARK 12 - KARRAWIRRA","1071","280851.866","6133054.174","North Terrace Bench","POINT (15428988.0601998 -4153194.84496298)"
"PARK 12 - KARRAWIRRA","1072","280853.781","6133054.297","North Terrace Bench","POINT (15428990.3956504 -4153194.75068857)"
"PARK 12 - KARRAWIRRA","1073","280856.81","6133054.568","North Terrace Bench","POINT (15428994.0919195 -4153194.50806043)"
"PARK 12 - KARRAWIRRA","1074","280858.873","6133054.671","North Terrace Bench","POINT (15428996.6070027 -4153194.44259035)"
"PARK 12 - KARRAWIRRA","1075","280860.616","6133054.789","North Terrace Bench","POINT (15428998.7328662 -4153194.34938446)"
"PARK 12 - KARRAWIRRA","1076","280863.975","6133055.02","North Terrace Bench","POINT (15429002.8298016 -4153194.16536194)"
"PARK 12 - KARRAWIRRA","1077","280865.636","6133055.267","North Terrace Bench","POINT (15429004.8595822 -4153193.91195688)"
"PARK 12 - KARRAWIRRA","1078","280867.419","6133055.339","North Terrace Bench","POINT (15429007.0328095 -4153193.87618989)"
"PARK 12 - KARRAWIRRA","1079","280976.582","6133064.682","North Terrace Bench","POINT (15429140.2312676 -4153185.64926799)"
"PARK 12 - KARRAWIRRA","1080","280978.126","6133064.774","North Terrace Bench","POINT (15429142.1140521 -4153185.58200306)"
"PARK 12 - KARRAWIRRA","1081","280979.698","6133064.918","North Terrace Bench","POINT (15429144.0324495 -4153185.45195245)"
"PARK 12 - KARRAWIRRA","1082","280996.263","6133066.438","North Terrace Bench","POINT (15429164.2476966 -4153184.07834505)"
"PARK 12 - KARRAWIRRA","1083","280998.088","6133066.61","North Terrace Bench","POINT (15429166.474984 -4153183.92145818)"
"PARK 12 - KARRAWIRRA","1084","280999.772","6133066.685","North Terrace Bench","POINT (15429168.5277476 -4153183.87908746)"
"PARK 12 - KARRAWIRRA","1085","281031.389","6133069.402","North Terrace Bench","POINT (15429207.1064547 -4153181.48248988)"
"PARK 12 - KARRAWIRRA","1086","281032.938","6133069.513","North Terrace Bench","POINT (15429208.9958816 -4153181.39211936)"
"PARK 12 - KARRAWIRRA","1087","281034.526","6133069.655","North Terrace Bench","POINT (15429210.9337025 -4153181.26497252)"
"PARK 12 - KARRAWIRRA","1088","281222.134","6133085.757","North Terrace Bench","POINT (15429439.8500751 -4153167.0657931)"
"PARK 12 - KARRAWIRRA","1089","281223.668","6133085.929","North Terrace Bench","POINT (15429441.7230128 -4153166.90032837)"
"PARK 12 - KARRAWIRRA","1090","281225.327","6133086.064","North Terrace Bench","POINT (15429443.7470819 -4153166.78378244)"
"PARK 12 - KARRAWIRRA","1091","281226.939","6133086.17","North Terrace Bench","POINT (15429445.7130744 -4153166.70133246)"
"PARK 12 - KARRAWIRRA","1092","281228.598","6133086.304","North Terrace Bench","POINT (15429447.7371143 -4153166.58600901)"
"PARK 12 - KARRAWIRRA","1093","281230.142","6133086.356","North Terrace Bench","POINT (15429449.6187302 -4153166.56761963)"
"PARK 12 - KARRAWIRRA","1094","280954.959","6133064.958","North Terrace Bench with back","POINT (15429113.9094127 -4153184.67765633)"
"PARK 12 - KARRAWIRRA","1095","280954.803","6133069.317","North Terrace Bench with back","POINT (15429113.8466947 -4153179.34116375)"
"PARK 12 - KARRAWIRRA","1096","280954.492","6133073.491","North Terrace Bench with back","POINT (15429113.5898361 -4153174.22642013)"
"PARK 12 - KARRAWIRRA","1097","280972.732","6133066.669","North Terrace Bench with back","POINT (15429135.6011924 -4153183.10589207)"
"PARK 12 - KARRAWIRRA","1098","280972.323","6133070.784","North Terrace Bench with back","POINT (15429135.2232692 -4153178.06044202)"
"PARK 12 - KARRAWIRRA","1099","280972.039","6133074.604","North Terrace Bench with back","POINT (15429134.9889456 -4153173.3795023)"
"PARK 12 - KARRAWIRRA","1100","281001.771","6133069.19","North Terrace Bench with back","POINT (15429171.0349976 -4153180.87357965)"
"PARK 12 - KARRAWIRRA","1101","281001.504","6133073.504","North Terrace Bench with back","POINT (15429170.8357765 -4153175.58887764)"
"PARK 12 - KARRAWIRRA","1102","281001.2","6133077.598","North Terrace Bench with back","POINT (15429170.5850809 -4153170.5721967)"
"PARK 12 - KARRAWIRRA","1103","281008.414","6133069.808","North Terrace Table Top","POINT (15429179.1420856 -4153180.31238778)"
"PARK 12 - KARRAWIRRA","1104","281008.032","6133073.869","North Terrace Table Top","POINT (15429178.7954441 -4153175.33378367)"
"PARK 12 - KARRAWIRRA","1105","281007.746","6133078.073","North Terrace Table Top","POINT (15429178.5698732 -4153170.18307888)"
"PARK 12 - KARRAWIRRA","1106","281009.687","6133078.203","North Terrace Bench with back","POINT (15429180.937183 -4153170.08096398)"
"PARK 12 - KARRAWIRRA","1107","281010.055","6133073.978","North Terrace Bench with back","POINT (15429181.2619919 -4153175.25975971)"
"PARK 12 - KARRAWIRRA","1108","281010.516","6133069.951","North Terrace Bench with back","POINT (15429181.7058235 -4153180.19909093)"
"PARK 12 - KARRAWIRRA","1109","281019.222","6133079.064","North Terrace Bench with back","POINT (15429192.5728833 -4153169.30730404)"
"PARK 12 - KARRAWIRRA","1110","281019.448","6133074.926","North Terrace Bench with back","POINT (15429192.7273259 -4153174.37551861)"
"PARK 12 - KARRAWIRRA","1111","281019.578","6133070.618","North Terrace Bench with back","POINT (15429192.7599102 -4153179.64886499)"
"PARK 12 - KARRAWIRRA","1112","281021.187","6133079.277","North Terrace Table Top","POINT (15429194.9718393 -4153169.10436433)"
"PARK 12 - KARRAWIRRA","1113","281021.561","6133074.988","North Terrace Table Top","POINT (15429195.3020932 -4153174.36162003)"
"PARK 12 - KARRAWIRRA","1114","281021.852","6133070.721","North Terrace Table Top","POINT (15429195.5319218 -4153179.58953482)"
"PARK 12 - KARRAWIRRA","1115","281048.665","6133073.698","North Terrace Bench with back","POINT (15429228.268461 -4153176.73400853)"
"PARK 12 - KARRAWIRRA","1116","281048.356","6133077.512","North Terrace Bench with back","POINT (15429228.0034813 -4153172.05967584)"
"PARK 12 - KARRAWIRRA","1117","281048.036","6133081.48","North Terrace Bench with back","POINT (15429227.7296007 -4153167.19665035)"
"PARK 12 - KARRAWIRRA","1118","281065.556","6133083.051","North Terrace Bench with back","POINT (15429249.1091838 -4153165.78849597)"
"PARK 12 - KARRAWIRRA","1119","281065.894","6133078.868","North Terrace Bench with back","POINT (15429249.3987193 -4153170.91503577)"
"PARK 12 - KARRAWIRRA","1120","281066.404","6133074.854","North Terrace Bench with back","POINT (15429249.9026267 -4153175.83989833)"
"PARK 12 - KARRAWIRRA","1121","281083.99","6133084.609","North Terrace Bench with back","POINT (15429271.6013436 -4153164.42298664)"
"PARK 12 - KARRAWIRRA","1122","281084.305","6133080.293","North Terrace Bench with back","POINT (15429271.8590028 -4153169.711537)"
"PARK 12 - KARRAWIRRA","1123","281084.589","6133076.35","North Terrace Bench with back","POINT (15429272.0897955 -4153174.5429285)"
"PARK 12 - KARRAWIRRA","1124","281079.514","6133084.145","North Terrace Bench with back","POINT (15429266.1374731 -4153164.85937944)"
"PARK 12 - KARRAWIRRA","1125","281079.818","6133079.964","North Terrace Bench with back","POINT (15429266.3856736 -4153169.98247597)"
"PARK 12 - KARRAWIRRA","1126","281099.224","6133086.046","North Terrace Bench with back","POINT (15429290.1933954 -4153163.11166958)"
"PARK 12 - KARRAWIRRA","1127","281099.61","6133081.701","North Terrace Bench with back","POINT (15429290.5366728 -4153168.43777256)"
"PARK 12 - KARRAWIRRA","1128","281099.999","6133077.732","North Terrace Bench with back","POINT (15429290.8945716 -4153173.30404349)"
"PARK 12 - KARRAWIRRA","1129","281080.125","6133076.113","North Terrace Bench with back","POINT (15429266.6471546 -4153174.70200739)"
"PARK 12 - KARRAWIRRA","1130","281110.733","6133087.502","North Terrace Bench with back","POINT (15429304.250142 -4153161.66793369)"
"PARK 12 - KARRAWIRRA","1131","281111.157","6133082.868","North Terrace Bench with back","POINT (15429304.631268 -4153167.34865342)"
"PARK 12 - KARRAWIRRA","1132","281111.581","6133078.818","North Terrace Bench with back","POINT (15429305.0294291 -4153172.31502831)"
"PARK 12 - KARRAWIRRA","1133","281120.379","6133087.989","North Terrace Bench with back","POINT (15429316.010085 -4153161.35487192)"
"PARK 12 - KARRAWIRRA","1134","281120.813","6133083.378","North Terrace Bench with back","POINT (15429316.4040647 -4153167.00775084)"
"PARK 12 - KARRAWIRRA","1135","281121.137","6133079.373","North Terrace Bench with back","POINT (15429316.6817755 -4153171.91615149)"
"PARK 12 - KARRAWIRRA","1136","281143.797","6133090.597","North Terrace Bench with back","POINT (15429344.6017732 -4153158.85088736)"
"PARK 12 - KARRAWIRRA","1137","281144.241","6133085.745","North Terrace Bench with back","POINT (15429345.0009154 -4153164.79884829)"
"PARK 12 - KARRAWIRRA","1138","281144.772","6133081.108","North Terrace Bench with back","POINT (15429345.5122666 -4153170.48637359)"
"PARK 12 - KARRAWIRRA","1139","281145.93","6133079.173","North Terrace Bench","POINT (15429346.8659075 -4153172.88718816)"
"PARK 12 - KARRAWIRRA","1140","281147.618","6133079.288","North Terrace Bench","POINT (15429348.9247072 -4153172.79597318)"
"PARK 12 - KARRAWIRRA","1141","281149.325","6133079.426","North Terrace Bench","POINT (15429351.0073137 -4153172.67718087)"
"PARK 12 - KARRAWIRRA","1142","281180.288","6133082.839","North Terrace Bench","POINT (15429388.809906 -4153169.40944316)"
"PARK 12 - KARRAWIRRA","1143","281178.689","6133082.709","North Terrace Bench","POINT (15429386.8590431 -4153169.52162058)"
"PARK 12 - KARRAWIRRA","1144","281177.133","6133082.678","North Terrace Bench","POINT (15429384.9634273 -4153169.51396059)"
"PARK 12 - KARRAWIRRA","1145","281252.503","6133091.065","North Terrace Bench with back","POINT (15429476.9845746 -4153161.46239688)"
"PARK 12 - KARRAWIRRA","1146","281252.19","6133094.94","North Terrace Bench with back","POINT (15429476.7163982 -4153156.71333914)"
"PARK 12 - KARRAWIRRA","1147","281251.84","6133098.665","North Terrace Bench with back","POINT (15429476.3987952 -4153152.14667955)"
"PARK 12 - KARRAWIRRA","1148","281264.789","6133100.102","North Terrace Bench with back","POINT (15429492.2084207 -4153150.768112)"
"PARK 12 - KARRAWIRRA","1149","281265.162","6133096.086","North Terrace Bench with back","POINT (15429492.5455546 -4153155.69139491)"
"PARK 12 - KARRAWIRRA","1150","281265.451","6133091.917","North Terrace Bench with back","POINT (15429492.7759437 -4153160.79936973)"
"PARK 12 - KARRAWIRRA","1151","281288.976","6133091.576","North Terrace Bench","POINT (15429521.411955 -4153161.9052721)"
"PARK 12 - KARRAWIRRA","1152","281290.771","6133091.672","North Terrace Bench","POINT (15429523.6004911 -4153161.84039805)"
"PARK 12 - KARRAWIRRA","1153","281292.418","6133091.805","North Terrace Bench","POINT (15429525.6098887 -4153161.7259322)"
"PARK 12 - KARRAWIRRA","1154","281294.065","6133091.939","North Terrace Bench","POINT (15429527.6193153 -4153161.61024278)"
"PARK 12 - KARRAWIRRA","1155","281295.663","6133092.068","North Terrace Bench","POINT (15429529.5689299 -4153161.49923444)"
"PARK 12 - KARRAWIRRA","1156","281297.165","6133092.189","North Terrace Bench","POINT (15429531.4014139 -4153161.3952008)"
"PARK 12 - KARRAWIRRA","1157","281302.537","6133092.672","North Terrace Bench","POINT (15429537.956875 -4153160.96166706)"
"PARK 12 - KARRAWIRRA","1158","281304.045","6133092.779","North Terrace Bench","POINT (15429539.7962569 -4153160.87493247)"
"PARK 12 - KARRAWIRRA","1159","281305.54","6133092.915","North Terrace Bench","POINT (15429541.6206542 -4153160.75234423)"
"PARK 12 - KARRAWIRRA","1160","281307.037","6133093.085","North Terrace Bench","POINT (15429543.4484776 -4153160.58822548)"
"PARK 12 - KARRAWIRRA","1161","281308.684","6133093.218","North Terrace Bench","POINT (15429545.4578749 -4153160.47375602)"
"PARK 12 - KARRAWIRRA","1162","281310.331","6133093.351","North Terrace Bench","POINT (15429547.4672722 -4153160.3592862)"
"PARK 12 - KARRAWIRRA","1163","281403.439","6133101.361","North Terrace Bench","POINT (15429661.0765436 -4153153.28658889)"
"PARK 12 - KARRAWIRRA","1164","281406.424","6133101.603","North Terrace Bench","POINT (15429664.7183725 -4153153.07792173)"
"PARK 12 - KARRAWIRRA","1165","281409.409","6133101.844","North Terrace Bench","POINT (15429668.3601723 -4153152.87047656)"
"PARK 12 - KARRAWIRRA","1166","281348.253","6133103.428","North Terrace Bench with back","POINT (15429593.9378156 -4153149.14317343)"
"PARK 12 - KARRAWIRRA","1167","281348.71","6133099.333","North Terrace Bench with back","POINT (15429594.3749778 -4153154.16554606)"
"PARK 12 - KARRAWIRRA","1168","281347.787","6133107.648","North Terrace Bench with back","POINT (15429593.4933368 -4153143.96763995)"
"PARK 12 - KARRAWIRRA","1533","280868.2131","6134148.6294","Willow","POINT (15429039.9181571 -4151856.66785194)"
"PARK 12 - KARRAWIRRA","1534","280865.203","6134129.717","Willow","POINT (15429035.7012339 -4151879.71049474)"
"PARK 12 - KARRAWIRRA","1649","281072.2076","6133072.4321","North Terrace Bench","POINT (15429256.898901 -4153178.97244885)"
"PARK 12 - KARRAWIRRA","1650","281074.8362","6133073.1098","North Terrace Bench","POINT (15429260.119469 -4153178.22052254)"
"PARK 12 - KARRAWIRRA","1651","281077.4488","6133073.1098","North Terrace Bench","POINT (15429263.3007826 -4153178.29708795)"
"PARK 12 - KARRAWIRRA","1652","281193.0188","6133083.8494","North Terrace Bench","POINT (15429404.3414238 -4153168.54642551)"
"PARK 12 - KARRAWIRRA","1653","281195.706","6133084.3719","North Terrace Bench","POINT (15429407.6288117 -4153167.9860132)"
"PARK 12 - KARRAWIRRA","1654","281198.3186","6133084.9691","North Terrace Bench","POINT (15429410.8275384 -4153167.33204198)"
"PARK 12 - KARRAWIRRA","1655","281415.5371","6133102.5481","North Terrace Bench","POINT (15429675.8427564 -4153152.18853626)"
"PARK 12 - KARRAWIRRA","1656","281418.6722","6133103.4252","North Terrace Bench","POINT (15429679.6858582 -4153151.20740259)"
"PARK 12 - KARRAWIRRA","1657","281421.882","6133103.8731","North Terrace Bench","POINT (15429683.6074186 -4153150.75345025)"
"PARK 13 - RUNDLE","1606","282036.1618","6133087.4126","Willow","POINT (15430431.1288706 -4153188.83651045)"
"PARK 13 - RUNDLE","1030","281805.576","6133086.078","Willow","POINT (15430150.3080186 -4153183.73744183)"
"PARK 13 - RUNDLE","1252","281781.236","6133081.279","Willow","POINT (15430120.5299213 -4153188.89662867)"
"PARK 13 - RUNDLE","1253","282038.515","6133086.4331","Willow","POINT (15430433.965892 -4153190.10330476)"
"PARK 13 - RUNDLE","1254","281994.3238","6133097.5853","Willow","POINT (15430380.4786365 -4153175.17232338)"
"PARK 13 - RUNDLE","1255","281989.0445","6133091.9014","Willow","POINT (15430373.8849561 -4153181.97084194)"
"PARK 13 - RUNDLE","90","281972.52","6133033.846","Willow","POINT (15430352.0764293 -4153252.50259346)"
"PARK 13 - RUNDLE","91","281976.701","6133006.211","Willow","POINT (15430356.3646874 -4153286.42822671)"
"PARK 13 - RUNDLE","92","281992.639","6132996.727","Willow","POINT (15430375.4968768 -4153298.49440621)"
"PARK 13 - RUNDLE","93","281944.7169","6133045.5336","Willow","POINT (15430318.560289 -4153237.39461379)"
"PARK 13 - RUNDLE","94","281931.156","6132997.336","Willow","POINT (15430300.6465615 -4153295.95483873)"
"PARK 13 - RUNDLE","95","281914.112","6133020.456","Concrete Leg1","POINT (15430280.5639959 -4153267.17645884)"
"PARK 13 - RUNDLE","96","281901.014","6133043.544","Parklands Trail","POINT (15430265.2856287 -4153238.55247435)"
"PARK 13 - RUNDLE","97","281899.544","6133042.847","Adelaide Suite Bench Curved","POINT (15430263.4753577 -4153239.36213479)"
"PARK 13 - RUNDLE","98","281865.526","6132984.523","Willow","POINT (15430220.3563172 -4153309.71171996)"
